MonthlyHours,TariffRate,City_Ratnagiri,City_New Delhi,City_Nagpur,City_Ahmedabad,City_Pune,City_Kolkata,City_Dahej,City_Navi Mumbai,City_Faridabad,City_Shimla,City_Gurgaon,City_Vadodara,City_Hyderabad,City_Noida,City_Chennai,City_Mumbai
432,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
445,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
689,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
276,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
512,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
411,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
446,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
678,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
477,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
510,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
552,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
743,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
493,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
451,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
582,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
